"number","sentence","label1"
"298","Most chip makers keep multiple weeks of inventory of wafers on hand. ","chip"
"299","Samsung is the world largest manufacturer of memory chips and Apple is one of its most important customers. ","chip"
"300","in late 2020, chip designer amd released desktop microprocessors based on zen 3 codenamed ""vermeer"" to honor vermeer's beautiful art legacy ","chip"
"301","The chip is the first Sun/Oracle SPARC chip to use dynamic threading and out-of-order execution ","chip"
"302","TSMC also illustrates a corollary of Moore's Second Law: even the biggest chipmakers must keep expanding. ","chip"
"303","inprocomm produced seven wireless chip designs in total, along with accompanying reference designs for pci, mini-pci and cardbus ","chip"
"304","Schedule seasonal socializing for the period immediately after Christmas, rather than trying to jam in one more party before Christmas Day. ","Christmas"
"305","And if our sentence is true then Santa does not exist, in which case the name ""Santa"" does not refer to any actual thing. ","Christmas"
"306","In India, Christmas cakes are traditionally a fruit cake with many variants ","Christmas"
"307","The Yule Lad arrive over the course of the last 13 nights before Christmas, beginning on 12 December ","Christmas"
"308","It's Christmas Eve and Santa's getting ready to deliver presents to boys and girls all round the world. ","Christmas"
"309","To me, Christmas means family and fun, snow and Santa Claus , and, of course, plenty of presents. ","Christmas"
"310","In the West, the company annual party is always around the Christmas, right ","Christmas"
"311","I decided that I was going to keep it a secret and give it to her as a surprise for Christmas. ","Christmas"
"312","Scrooge hated Christmas and he refused his nephew's invitation for dinner on Christmas Day. ","Christmas"
"313","Following their participation in a dress parade on Christmas Day, 30th Ohioans then celebrated the holiday with food and entertainment ","Christmas"
"314","If one were to ask me what my favorite holidays are, number 1 would be a toss-up between Christmas and Thanksgiving. ","Christmas"
"315","At the end of the next day, the boys finally realize the true meaning of Christmas and the time loop ends, leading into the day after Christmas ","Christmas"
"316","The bait for carp fishing game is ""cendol"" (""sagu"" flour with food attractant) * In Central Europe there is a strong connection between Christmas and carp fishing ","Christmas"
"317","Stewart: I said Merry Christmas! Don't you know that Christmas is almost here? ","Christmas"
"318","Other traditional foods are eaten at ''F?rste Juledags Frokost'', a Christmas Day luncheon where the household serves all available delicacies in a grand buffet ","Christmas"
"319","Father Christmas is a very kind hearted man. He lands on top of each house all over the world and climbs down the chimney. ","Christmas"
"320","Annually during Christmas time, the latter is decorated in a ""Christmas Wonderland"" theme, and free skating time is offered in exchange for a donation to the food bank ","Christmas"
"321","At each stop it is traditional for families to leave Santa mince pies and alcohol. Will having both of these treats make Santa feel sleeper? ","Christmas"
"322","When my mother and I stayed in America, we were invited by one of my mother's friends to have Christmas with an American family. ","Christmas"
"323","Some parents even take a bite out of the cookie and write a thank-you note from Mr. Claus for the kids to find the next day. ","Christmas"
"324","Santa Claus is an old, fat, jolly man wearing a red coat and trousers with white cuffs and collar, also wears black leather belt and boots. ","Christmas"
"325","Christmas is only as commercial as you make it. You choose what Christmas means to you. ","Christmas"
"326","Early on the night before Christmas (Christmas Eve), children are encouraged to go to bed early if they expect Santa to come. ","Christmas"
"327","But all the children believe it because the tradition of Santa Claus gives children good dreams in their childhood. ","Christmas"
"328","'You expect Christmas presents at Christmas, that's why he referred to Christmas, ' he offered, a little bizarrely. ","Christmas"
"329","Every year at Chinese New Year, people have to do many things. Clean the house, wash clothes, clean the windows. ","clean"
"330","One morning I arrived early at work and went into the bank lobby where the Negro Porter was mopping. ","clean"
"331","There are ten boys in the classroom . Three of them are cleaning the classroom. The rest are. ","clean"
"332","Before moving in to the property the Munro's had to clean the internal spaces of bird droppings before installing their furniture ","clean"
